Identifiant du projet lauréat;Lien URL vers le projet soumis au vote;Lien URL vers le projet lauréat;Edition;Titre du projet lauréat;Thématique;Direction pilote du projet lauréat;Budget global du projet lauréat;Echelle du Budget participatif;Adresse du projet lauréat;Arrondissement du projet lauréat;Projet en Quartier populaire;Avancement du projet;Date de début des études du projet;Date de lancement des procédures du projet;Date de lancement des travaux du projet;Date prévisonnelle de livraison du projet;Date d'ouverture du projet au public;Dernière mise à jour des données du projet
3760;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=D&idee=002592;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=3760&portlet_id=158;2017;Des sanitaires neufs pour toutes nos écoles;Education et jeunesse;Direction des Affaires Scolaires;700000;Budget participatif d’arrondissement;5 place Armand Carrel;75019;Non;FIN;2018-01;2018-06;2018-07;2018-08;2021-08;
9849;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=G&idee=000473;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=9849&portlet_id=158;2021;Silence, je travaille ! - Saison 2;Education et jeunesse;Direction des Affaires Scolaires;200000;Budget participatif d’arrondissement;16 avenue Marc Sangnier;75014;Oui;FIN;;;;2023-04;2023-04;
10019;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=G&idee=002655;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=10019&portlet_id=158;2021;Restaurer deux chapelles de l'église Saint-Sulpice;Culture et patrimoine;Direction des Affaires Culturelles;1380000;Budget participatif d’arrondissement;saint-Sulpice;75006;Non;LIVRAISON;2021-11;;2023-04;2023-08;;
8672;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=F&idee=001211;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=8672&portlet_id=158;2019;Insonorisation et embellissement des réfectoires des écoles du 3ème;Education et jeunesse;Direction des Affaires Scolaires;500000;Budget participatif d’arrondissement;2 rue Eugène Spuller;75123;Non;FIN;2020-07;;2021-07;2021-04;2021-07;
1810;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=1810&portlet_id=158;2015;Un parcours de fresques à Belleville/Saint-Maur;Cadre de vie;Direction des Affaires Culturelles;75000;Budget participatif d’arrondissement;Rue Saint-Maur;75011;Oui;LIVRAISON;2016-03;2018-11;2020-11;2020-11;;
8889;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=F&idee=002308;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=8889&portlet_id=158;2019;Réduire l'empreinte écologique des bâtiments;Solidarités;Direction du Logement et de l’Habitat;3000000;Budget participatif parisien;place de l'Hotel de Ville-Esplanade de la Libération;75004;Oui;LIVRAISON;2019-10;2021-07;2020-10;2020-10;;
10529;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=H&idee=001627;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=10529&portlet_id=158;2022;Un éco-lieu pour le 10e;Attractivité et emploi;Direction de l’Attractivité et de l’Emploi;700000;Budget participatif d’arrondissement;Mairie du 10e arrondissement;75010;Non;(non démarré);;;;;;
2953;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=003356;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2953&portlet_id=158;2016;Espaces de travail publics;Education et jeunesse;Direction de l’Attractivité et de l’Emploi;2300000;Budget participatif parisien;Place de l' Hotel de Ville - Esplanade de la Libération;75004;Oui;LIVRAISON;2017-05;2018-03;2018-07;2018-09;;
11005;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=I&idee=000087;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=11005&portlet_id=158;2023;Pour une bibliothèque Vaugirard plus accessible;Culture et patrimoine;Direction de la Démocratie, des Citoyens et des Territoires;500000;Budget participatif d’arrondissement;154 rue Lecourbe;75015;Non;(non démarré);;;;;;
11038;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=I&idee=000908;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=11038&portlet_id=158;2023;Rénover le gymnase du collège Condorcet;Education et jeunesse;Direction des Affaires Scolaires;320000;Budget participatif d’arrondissement;61 rue d'Amsterdam;75008;Non;ETUDES;2024-03;2024-09;2025-08;2025-12;;
11048;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=I&idee=001098;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=11048&portlet_id=158;2023;Façade verte, boîte à livres, meubles recyclés;Culture et patrimoine;Direction des Affaires Culturelles;150000;Budget participatif d’arrondissement;1 place Jules Joffrin;75018;Non;(non démarré);;;;;;
11201;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=I&idee=001819;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=11201&portlet_id=158;2023;Un 11e solidaire et attractif;Solidarités;;1500000;Budget participatif d’arrondissement;12 place Léon Blum;75011;Non;ETUDES;2023-10;;;;;
11160;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=I&idee=001817;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=11160&portlet_id=158;2023;Des rues apaisées et agréables;Cadre de vie;Direction de la Voirie et des Déplacements;400000;Budget participatif d’arrondissement;12 Place Léon Blum;75011;Non;ETUDES;2024-02;;;;;
11152;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=I&idee=001799;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=11152&portlet_id=158;2023;Les squares du 14e toujours plus conviviaux;Cadre de vie;Direction des Espaces Verts et de l’Environnement;1160000;Budget participatif d’arrondissement;2 place Ferdinand Brunot;75014;Non;ETUDES;2023-10;;;2025-04;;
11113;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=I&idee=001764;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=11113&portlet_id=158;2023;Diminuer les déchets, augmenter la récup’;Propreté;Direction de l’Attractivité et de l’Emploi;2500000;Budget participatif parisien;Place de l'hôtel de Ville;75004;Non;ETUDES;2023-10;;;;;
11120;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=I&idee=001775;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=11120&portlet_id=158;2023;Un 15e plus solidaire;Solidarités;;80000;Budget participatif d’arrondissement;31 Rue Péclet;75015;Non;ETUDES;2023-11;;;;;
11193;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=I&idee=001812;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=11193&portlet_id=158;2023;Améliorons les équipements des quartiers populaires du 12e;Cadre de vie;Direction de la Démocratie, des Citoyens et des Territoires;540000;Budget participatif d’arrondissement;130 Avenue Daumesnil;75012;Oui;ETUDES;2023-11;;;;;
11226;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=I&idee=001833;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=11226&portlet_id=158;2023;Davantage de moyens pour les associations en quartiers populaires;Solidarités;Direction de la Démocratie, des Citoyens et des Territoires;220000;Budget participatif d’arrondissement;1 Place d'italie;75013;Oui;ETUDES;2023-11;;;;;
1442;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=1442&portlet_id=158;2015;Du street art quartier des impressionnistes;Cadre de vie;Direction des Affaires Culturelles;30000;Budget participatif d’arrondissement;Rue Camille Pissarro;75017;Non;FIN;2016-03;2018-06;2021-05;2021-05;2021-05;
1517;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=1517&portlet_id=158;2015;Installation d'un banc rue Tiquetonne;Cadre de vie;Direction de la Voirie et des Déplacements;2000;Budget participatif d’arrondissement;39 Rue Tiquetonne;75002;Non;FIN;2016-05;2016-07;2016-09;2016-10;2016-10;
1519;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=1519&portlet_id=158;2015;Des lanternes pour le quartier historique du 2ème arrondissement;Cadre de vie;Direction de la Voirie et des Déplacements;200000;Budget participatif d’arrondissement;Place des Petits Pères;75002;Non;FIN;2016-09;2016-09;2019-04;2019-06;2019-06;
1526;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=1526&portlet_id=158;2015;Un revêtement anti-bruit rue Damesme;Cadre de vie;Direction de la Voirie et des Déplacements;50000;Budget participatif d’arrondissement;Rue Damesme;75013;Non;FIN;2016-01;2017-04;2018-10;2018-11;2018-11;
1535;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=1535&portlet_id=158;2015;Sécurisation du carrefour Amiral Mouchez / Lemaignan;Prévention et sécurité;Direction de la Voirie et des Déplacements;80000;Budget participatif d’arrondissement;21 Rue de l'Amiral Mouchez;75013;Non;FIN;2016-03;2016-06;2016-11;2016-12;2017-02;
1720;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=1720&portlet_id=158;2015;Création d'un jardin partagé;Environnement;Direction des Espaces Verts et de l’Environnement;60000;Budget participatif d’arrondissement;20 Rue Ortolan;75005;Non;FIN;2016-01;2016-04;2017-01;2017-11;2017-11;
1779;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=1779&portlet_id=158;2015;Remise en état de l'horloge de l'église Saint-Ambroise;Cadre de vie;Direction Constructions Publiques et Architecture;14000;Budget participatif d’arrondissement;71b Boulevard Voltaire;75011;Non;FIN;2016-01;2016-03;2016-06;2016-07;2016-07;
2023;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2023&portlet_id=158;2015;Réaménagement et végétalisation de la place située au carrefour des rues Louis Blanc, Philippe-de-Girard et Cail;Cadre de vie;Direction de la Voirie et des Déplacements;700000;Budget participatif d’arrondissement;Place Jan Karski;75010;Non;FIN;2016-02;2017-10;2018-09;2019-03;2019-06;
2030;;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2030&portlet_id=158;2015;Sécurisation de la piste cyclable quai de Valmy;Mobilités;Direction de la Voirie et des Déplacements;30000;Budget participatif d’arrondissement;Quai de Valmy;75010;Non;FIN;2016-01;2016-04;2016-08;2016-10;2016-10;
2325;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=001811;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2325&portlet_id=158;2016;Végétalisation du début de la rue du Vertbois;Environnement;Direction des Espaces Verts et de l’Environnement;10000;Budget participatif d’arrondissement;1-5 rue du Vertbois;75003;Non;FIN;2016-12;2017-01;2019-11;2020-01;2020-01;
2333;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=002124;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2333&portlet_id=158;2016;Tour Saint-Jacques pour tous;Culture et patrimoine;Direction des Espaces Verts et de l’Environnement;30000;Budget participatif d’arrondissement;Tour Saint-Jacques;75004;Non;FIN;2016-10;2018-06;2018-10;2019-03;2019-03;
2642;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=002928;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2642&portlet_id=158;2016;Equipons-nous pour continuer à animer nos quartiers;Cadre de vie;Direction de la Démocratie, des Citoyens et des Territoires;20000;Budget participatif d’arrondissement;Rue Pierre Rebière;75017;Oui;FIN;2017-01;2017-04;2017-06;;2017-12;
2936;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=002571;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2936&portlet_id=158;2016;La plus belle vue de Paris;Cadre de vie;Direction de la Voirie et des Déplacements;85000;Budget participatif d’arrondissement;Belvédère Willy Ronis;75020;Oui;(non démarré);;;;;;
2707;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=000882;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2707&portlet_id=158;2016;Embellissement du coin des rues de Tracy et  Saint-Denis;Environnement;Direction des Espaces Verts et de l’Environnement;10000;Budget participatif d’arrondissement;257 rue Saint-Denis;75002;Non;FIN;2016-10;2017-11;2018-03;2018-06;2018-06;
2894;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=000279;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2894&portlet_id=158;2016;Végétaliser un mur du jardin des Plantes rue Geoffroy Saint Hilaire;Environnement;Direction des Espaces Verts et de l’Environnement;20000;Budget participatif d’arrondissement;Rue Geoffroy-Saint-Hilaire;75005;Non;ABANDONNÉ;;;;;;
2905;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=002213;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2905&portlet_id=158;2016;Rénovation/aménagement des espaces de danse square Tino Rossi;Cadre de vie;Direction des Espaces Verts et de l’Environnement;80000;Budget participatif d’arrondissement;Quai Saint-Bernard;75005;Non;FIN;2016-11;2017-05;2017-09;2017-11;2017-11;
2544;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=001134;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2544&portlet_id=158;2016;Restauration de la Fontaine de la Paix et des Arts;Culture et patrimoine;Direction Constructions Publiques et Architecture;490000;Budget participatif d’arrondissement;PROMENADE DE L'ALLEE DU SEMINAIRE - JEAN-JACQUES OLIER;75006;Non;FIN;2017-07;2018-06;2019-07;2020-12;2021-02;
2318;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=001146;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2318&portlet_id=158;2016;Renforcer la végétalisation à l'angle de la rue des Blancs-Manteaux et de la rue des Archives;Cadre de vie;Direction des Espaces Verts et de l’Environnement;2000;Budget participatif d’arrondissement;38 Rue des Archives;75004;Non;FIN;2016-10;2018-02;2018-05;2018-09;2018-10;
2825;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=001591;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2825&portlet_id=158;2016;Relier les parcs André Citroën et Georges Brassens à vélo;Mobilités;Direction de la Voirie et des Déplacements;560000;Budget participatif d’arrondissement;2 Rue Cauchy;75015;Non;FIN;2017-11;;2019-10;2021-07;2021-06;
2634;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=003516;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2634&portlet_id=158;2016;Oasis urbaine à la place de la Chapelle;Cadre de vie;Direction des Espaces Verts et de l’Environnement;1500000;Budget participatif d’arrondissement;SQUARE LOUISE DE MARILLAC;75018;Oui;FIN;2017-06;2018-07;2019-01;2019-07;2019-07;
2884;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=003679;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2884&portlet_id=158;2016;Un meilleur éclairage public pour tou-te-s;Prévention et sécurité;Direction de la Voirie et des Déplacements;60000;Budget participatif d’arrondissement;5-7 Place Armand Carrel;75019;Oui;ABANDONNÉ;;;;;;
2883;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=003678;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2883&portlet_id=158;2016;Un skate park et du beach volley dans le 19e;Sport;Direction de la Jeunesse et des Sports;500000;Budget participatif d’arrondissement;5-7 Place Armand Carrel;75019;Oui;LIVRAISON;2017-01;2017-10;2018-03;2018-11;;
3524;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=D&idee=001076;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=3524&portlet_id=158;2017;Une bricothèque aux Olympiades;Solidarités;Direction de l’Attractivité et de l’Emploi;700000;Budget participatif d’arrondissement;1 Place d'Italie;75013;Oui;FIN;2017-11;2019-09;2021-01;2022-03;2022-07;
3344;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=D&idee=000580;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=3344&portlet_id=158;2017;Un square de la biodiversité sur la dalle Renoir-Lichtenberger;Environnement;Direction des Espaces Verts et de l’Environnement;60000;Budget participatif d’arrondissement;4 Square André Lichtenberger;75014;Oui;FIN;2017-11;2019-09;2019-11;2020-02;2020-06;
3761;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=D&idee=002594;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=3761&portlet_id=158;2017;Rénovation de la piscine Mathis;Sport;Direction de la Jeunesse et des Sports;1450000;Budget participatif d’arrondissement;PISCINE MATHIS;75019;Oui;LIVRAISON;2017-11;2018-01;2020-06;2023-12;;
3443;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=D&idee=002682;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=3443&portlet_id=158;2017;Réaménager le parc Georges Brassens;Cadre de vie;Direction des Espaces Verts et de l’Environnement;500000;Budget participatif d’arrondissement;parc Georges Brassens;75015;Non;FIN;2017-11;2018-04;2018-08;2022-05;2022-07;
2506;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=003583;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2506&portlet_id=158;2016;Végétalisation : l’ambition verte du 12e;Environnement;Direction des Espaces Verts et de l’Environnement;750000;Budget participatif d’arrondissement;130 Avenue Daumesnil;75012;Non;FIN;2017-01;2017-11;2018-02;2018-04;2019-12;
2311;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=000662;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2311&portlet_id=158;2016;Equiper toutes les écoles élémentaires en tableaux numériques;Education et jeunesse;Direction des Affaires Scolaires;90000;Budget participatif d’arrondissement;6 Rue Drouot;75009;Non;FIN;2017-04;2017-05;2017-06;2017-10;2018-07;
3654;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=D&idee=002669;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=3654&portlet_id=158;2017;Une meilleure isolation thermique pour nos enfants;Education et jeunesse;Direction des Affaires Scolaires;900000;Budget participatif d’arrondissement;1 Place d'Italie;75013;Non;TRAVAUX;2018-01;2018-03;2018-07;2024-12;;
2879;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=003674;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2879&portlet_id=158;2016;Des cours d'écoles plus colorées et ludiques;Education et jeunesse;Direction des Affaires Scolaires;507000;Budget participatif d’arrondissement;5-7 Place Armand Carrel;75019;Non;FIN;2016-12;2017-02;2017-06;2017-11;2017-12;
2363;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=C&idee=002423;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=2363&portlet_id=158;2016;Aménagement du passage Jean-Nicot;Cadre de vie;Direction de la Voirie et des Déplacements;40000;Budget participatif d’arrondissement;Rue Jean Nicot;75007;Non;FIN;2016-05;2017-11;2020-11;2021-07;2021-02;
5991;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=E&idee=000622;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=5991&portlet_id=158;2018;Sécuriser les passages piétons dans le quartier du Sentier;Prévention et sécurité;Direction de la Voirie et des Déplacements;50000;Budget participatif d’arrondissement;rue du Sentier;75002;Non;FIN;2019-05;2019-05;2019-10;2019-12;2019-12;
6042;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=E&idee=001457;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=6042&portlet_id=158;2018;Une salle culturelle dans les ex bains-douches rue d'Alésia;Solidarités;Direction Constructions Publiques et Architecture;950000;Budget participatif d’arrondissement;12 rue d'Alésia;75014;Non;ETUDES;2023-12;2024-05;;2024-12;;
6381;https://decider.paris.fr/bp/jsp/site/Portal.jsp?page=idee&campagne=E&idee=001826;https://decider.paris.fr/bp/jsp/site/Portal.jsp?document_id=6381&portlet_id=158;2018;Favoriser l'accueil de manifestations aux Arènes de Lutèce;Culture et patrimoine;Direction des Espaces Verts et de l’Environnement;40000;Budget participatif d’arrondissement;49 rue Monge;75005;Non;FIN;2018-10;2019-02;2020-01;2020-06;2020-03;
